"ID","Player","Team","Position","RkOv","Status","Age","Opponent","FPts","FP/G","Ros","+/-"
"*04eep*","Luis Campusano","SD","C","454","FA","27","@PHI Wed 6:40PM","44","2.44","15%","0%"
"*03i81*","Reynaldo Lopez","ATL","SP,RP","456","FA","32","TOR Wed 7:15PM","43.66","3.36","43%","-2%"
"*061bo*","Rhett Lowder","CIN","SP","457","FA","24","KC Wed 7:10PM","43.65","5.46","62%","-1%"
"*0429k*","Colin Holderman","CLE","RP","458","FA","30","@NYY Wed 7:05PM","43.26","2.4","12%","-1%"
"*05xpq*","Christian Scott","NYM","SP","459","FA","26","@SEA Wed 3:40PM","43.01","6.14","54%","-1%"
"*0513l*","Brenton Doyle","COL","OF","460","FA","28","@LAA Wed 9:38PM","43","1","40%","-1%"
"*031el*","Danny Jansen","TEX","C","462","FA","31","@STL Wed 7:45PM","43","1.05","11%","-1%"
"*04psr*","David Fry","CLE","1B,OF","461","FA","30","@NYY Wed 7:05PM","43","1.16","8%","-1%"
"*01t5w*","Miguel Rojas","LAD","2B,3B,SS","463","FA","37","@ARI Wed 9:40PM","43","1.13","7%","0%"
"*041qo*","Zac Gallen","ARI","SP","464","FA","30","LAD Wed 9:40PM","42.58","3.55","79%","-4%"
"*0648y*","Mason Fluharty","TOR","RP","466","FA","24","@ATL Wed 7:15PM","42.48","1.33","6%","0%"
"*01cdf*","Giancarlo Stanton","NYY","OF,UT","470","FA","36","CLE Wed 7:05PM","42","1.75","75%","-2%"
"*06c36*","Brice Matthews","HOU","2B,SS,OF","468","FA","24","PIT Wed 8:10PM","42","0.84","26%","-3%"
"*05un2*","Edgar Quero","CHW","C","469","FA","23","@MIN Wed 1:40PM","42","0.95","25%","-1%"
"*031b2*","Jonah Heim","ATH","C","467","FA","30","@CHC Wed 8:05PM","42","1.91","7%","0%"
"*04g1x*","David Peterson","NYM","SP,RP","471","FA","30","@SEA Wed 3:40PM","41.92","3.22","40%","-8%"
"*04etg*","Janson Junk","MIA","SP","472","FA","30","@WSH Wed 1:05PM","41.8","3.8","29%","-9%"
"*03qt6*","Tyler Phillips","MIA","RP","473","FA","28","@WSH Wed 1:05PM","41.76","2.46","18%","-3%"
"*03qmr*","Nathan Lukes","TOR","OF","475","FA","31","@ATL Wed 7:15PM","41","1.52","14%","-1%"
"*05jn0*","Adrian Del Castillo","ARI","C","474","FA","26","LAD Wed 9:40PM","41","1.05","12%","-1%"
"*043ia*","Adrian Morejon","SD","RP","476","FA","27","@PHI Wed 6:40PM","40.9","1.51","52%","-1%"
"*04q05*","Alex Vesia","LAD","RP","477","FA","30","@ARI Wed 9:40PM","40.71","1.57","48%","-1%"
"*02nb6*","Drew Anderson","DET","SP,RP","478","FA","32","@TB Wed 1:10PM","40.54","2.03","18%","-5%"
"*05ym7*","Fernando Cruz","NYY","RP","479","FA","36","CLE Wed 7:05PM","40.14","1.43","37%","-2%"
"*05wxw*","Gordon Graceffo","STL","RP","480","FA","26","TEX Wed 7:45PM","40.12","1.54","11%","0%"
"*03d6w*","Jack Flaherty","DET","SP","481","FA","30","@TB Wed 1:10PM","40.03","3.08","67%","-3%"
"*04y9p*","Anthony Volpe","NYY","SS","482","FA","25","CLE Wed 7:05PM","40","2.86","58%","0%"
"*041w3*","Eli White","ATL","OF","483","FA","31","TOR Wed 7:15PM","40","1.21","4%","0%"
"*026l1*","Lance McCullers Jr.","HOU","SP","484","FA","32","PIT Wed 8:10PM","39.98","5","26%","-1%"
"*04z9e*","George Soriano","STL","RP","485","FA","27","TEX Wed 7:45PM","39.14","1.51","16%","-1%"
"*04ppz*","Jake Irvin","WSH","SP","486","FA","29","MIA Wed 1:05PM","39.05","3.55","21%","-1%"
"*04aeb*","Royce Lewis","MIN","3B","487","FA","26","CHW Wed 1:40PM","39","1.26","57%","-2%"
"*0406v*","Esteury Ruiz","MIA","OF","488","FA","27","@WSH Wed 1:05PM","39","1.39","10%","-1%"
"*02mx2*","Tyrone Taylor","NYM","OF","489","FA","32","@SEA Wed 3:40PM","39","0.91","4%","0%"
"*031d4*","Zack Littell","WSH","SP","490","FA","30","MIA Wed 1:05PM","38.58","3.22","38%","-3%"
"*03y4y*","Enyel De Los Santos","HOU","RP","491","FA","30","PIT Wed 8:10PM","38.03","1.65","13%","-1%"
"*03nri*","Lourdes Gurriel Jr.","ARI","OF","493","FA","32","LAD Wed 9:40PM","38","1.52","29%","-1%"
"*04qri*","Braden Shewmake","HOU","2B,3B,SS","497","FA","28","PIT Wed 8:10PM","38","1.36","8%","-4%"
"*01usr*","Kyle Higashioka","TEX","C","495","FA","36","@STL Wed 7:45PM","38","1.27","7%","0%"
"*03zcx*","Will Benson","CIN","OF","492","FA","27","KC Wed 7:10PM","38","0.84","6%","0%"
"*04vvy*","Andruw Monasterio","BOS","SS","496","FA","29","BAL Wed 6:45PM","38","1.23","5%","-1%"
"*02brk*","Austin Hedges","CLE","C","494","FA","33","@NYY Wed 7:05PM","38","1.31","3%","0%"
"*064no*","Spencer Miles","TOR","SP,RP","498","FA","25","@ATL Wed 7:15PM","37.99","2.37","24%","-10%"
"*05joq*","Connor Prielipp","MIN","SP","499","FA","25","CHW Wed 1:40PM","37.98","4.75","47%","-10%"
"*03di1*","Matt Gage","SF","RP","500","FA","33","@MIL Wed 7:40PM","37.92","1.31","7%","-1%"
"*041w0*","Richard Lovelady","WSH","SP,RP","501","FA","30","MIA Wed 1:05PM","37.58","1.5","11%","-4%"
"*03qo0*","Pete Fairbanks","MIA","RP","504","FA","32","@WSH Wed 1:05PM","37.06","2.18","79%","-3%"
"*05t9l*","Max Muncy","ATH","2B,3B","510","FA","23","@CHC Wed 8:05PM","37","1.42","46%","-1%"
"*041ah*","Josh Lowe","LAA","OF","508","FA","28","COL Wed 9:38PM","37","0.82","29%","-1%"
"*03qjv*","Harrison Bader","SF","OF","505","FA","32","@MIL Wed 7:40PM","37","1.23","23%","-4%"
"*026mn*","Javier Baez","DET","3B,SS,OF","506","FA","33","@TB Wed 1:10PM","37","1.54","23%","-1%"
"*0515f*","Drew Millas","WSH","C","509","FA","28","MIA Wed 1:05PM","37","0.97","2%","0%"
"*04q1w*","Caleb Kilian","SF","SP,RP","513","FA","29","@MIL Wed 7:40PM","36.8","1.47","29%","-4%"
"*04pma*","Daniel Lynch","KC","RP","515","FA","29","@CIN Wed 7:10PM","36.7","1.6","31%","-1%"
"*04ddz*","Yohan Ramirez","PIT","RP","516","FA","31","@HOU Wed 8:10PM","36.67","1.41","9%","-1%"
"*041uv*","Jesse Scholtens","TB","SP,RP","517","FA","32","DET Wed 1:10PM","36.43","4.05","10%","-5%"
"*06mi0*","Bryan King","HOU","RP","518","FA","29","PIT Wed 8:10PM","36.36","1.65","40%","-3%"
"*0657l*","Jack Perkins","ATH","SP,RP","519","FA","26","@CHC Wed 8:05PM","36.24","2.13","27%","-5%"
"*02yk4*","Tyler O'Neill","BAL","OF","522","FA","30","@BOS Wed 6:45PM","36","0.95","23%","-2%"
"*04emt*","Jake Meyers","HOU","OF","521","FA","29","PIT Wed 8:10PM","36","1.44","19%","-1%"
"*04efi*","Connor Wong","BOS","C","523","FA","30","BAL Wed 6:45PM","36","1.5","6%","0%"
"*03nuc*","Luis Castillo","SEA","SP","524","FA","33","NYM Wed 3:40PM","35.26","2.94","77%","-3%"
"*05jnq*","Clayton Beeter","WSH","RP","525","FA","27","MIA Wed 1:05PM","35.17","2.34","40%","0%"
"*04pvq*","PJ Poulin","WSH","SP,RP","526","FA","29","MIA Wed 1:05PM","35.14","1.41","5%","-1%"
"*02nqg*","Luis Torrens","NYM","C","530","FA","30","@SEA Wed 3:40PM","35","0.95","5%","-1%"
"*05132*","Ryan Kreidler","MIN","3B,OF","528","FA","28","CHW Wed 1:40PM","35","1.67","5%","-1%"
"*03d6q*","Derek Hill","CHW","OF","527","FA","30","@MIN Wed 1:40PM","35","0.78","3%","0%"
"*02buh*","Scott Barlow","ATH","RP","532","FA","33","@CHC Wed 8:05PM","34.91","1.25","16%","-1%"
"*062ob*","Jose Ferrer","SEA","RP","533","FA","26","NYM Wed 3:40PM","34.8","1.2","33%","-1%"
"*05u6p*","Brant Hurter","DET","RP","535","FA","27","@TB Wed 1:10PM","34.36","1.64","10%","-1%"
"*05r0r*","Enmanuel De Jesus","DET","SP,RP","534","FA","29","@TB Wed 1:10PM","34.36","2.02","3%","0%"
"*03pji*","Ke'Bryan Hayes","CIN","3B","539","FA","29","KC Wed 7:10PM","34","0.77","16%","0%"
"*0529l*","Endy Rodriguez","PIT","C,1B","541","FA","26","@HOU Wed 8:10PM","34","3.09","13%","0%"
"*041qd*","Jake Fraley","TB","OF","538","FA","31","DET Wed 1:10PM","34","1.13","7%","0%"
"*03zbp*","Jose Fermin","STL","2B,OF","537","FA","27","TEX Wed 7:45PM","34","1.03","3%","0%"
"*051eh*","Kevin Kelly","TB","RP","542","FA","28","DET Wed 1:10PM","33.91","1.3","44%","-1%"
"*041wc*","Joel Kuhnel","ATH","RP","543","FA","31","@CHC Wed 8:05PM","33.81","1.47","19%","-4%"
"*02f9m*","Jakob Junis","TEX","RP","544","FA","33","@STL Wed 7:45PM","33.8","1.47","34%","-3%"
"*0313t*","Tyler Kinley","ATL","RP","547","FA","35","TOR Wed 7:15PM","33.47","1.2","12%","-1%"
"*05rb4*","Sam Bachman","LAA","RP","548","FA","26","COL Wed 9:38PM","33.35","1.59","26%","-1%"
"*03dap*","Brock Burke","CIN","RP","549","FA","29","KC Wed 7:10PM","33.35","1.11","8%","0%"
"*041s4*","Lake Bachar","MIA","RP","550","FA","31","@WSH Wed 1:05PM","33.34","1.75","5%","-1%"
"*05jq7*","Kyle Hurt","LAD","SP,RP","551","FA","28","@ARI Wed 9:40PM","33.16","1.75","24%","0%"
"*03qmh*","Jake Cronenworth","SD","2B","552","FA","32","@PHI Wed 6:40PM","33","1.03","31%","-1%"
"*052ru*","Josh Smith","TEX","1B,2B,3B,SS","554","FA","28","@STL Wed 7:45PM","33","1.06","29%","-1%"
"*04is5*","Everson Pereira","CHW","OF","553","FA","25","@MIN Wed 1:40PM","33","1.83","15%","-1%"
"*04eku*","John King","MIA","RP","555","FA","31","@WSH Wed 1:05PM","32.8","1.17","9%","-1%"
"*031cy*","Emilio Pagan","CIN","RP","556","FA","35","KC Wed 7:10PM","32.62","2.17","70%","-2%"
"*04eqa*","Garrett Whitlock","BOS","RP","558","FA","29","BAL Wed 6:45PM","32.49","1.71","51%","-5%"
"*04pxq*","Gus Varland","WSH","RP","559","FA","29","MIA Wed 1:05PM","32.26","1.4","18%","-4%"
"*04y76*","Jacob Webb","CHC","RP","560","FA","32","ATH Wed 8:05PM","32.14","1.29","5%","0%"
"*0518r*","Dustin Harris","CHW","OF","562","FA","26","@MIN Wed 1:40PM","32","1.88","6%","0%"
"*0316t*","Adam Frazier","LAA","2B,OF","561","FA","34","COL Wed 9:38PM","32","0.8","5%","0%"
"*032lk*","Sean Newcomb","CHW","SP,RP","564","FA","32","@MIN Wed 1:40PM","31.88","1.33","10%","0%"
"*0376h*","Tyler Alexander","TEX","SP,RP","565","FA","31","@STL Wed 7:45PM","31.58","1.17","20%","-2%"
"*04pw2*","Chase Shugart","PHI","RP","566","FA","29","SD Wed 6:40PM","31.38","2.09","2%","0%"
"*04tlv*","Bryan Abreu","HOU","RP","567","FA","29","PIT Wed 8:10PM","31.38","1.43","50%","-3%"
"*0515o*","Brandon Sproat","MIL","SP","568","FA","25","SF Wed 7:40PM","31.17","2.83","47%","-4%"
"*060ml*","Huascar Brazoban","NYM","SP,RP","569","FA","36","@SEA Wed 3:40PM","31.12","1.2","12%","-1%"
"*048tn*","Carlos Narvaez","BOS","C","574","FA","27","BAL Wed 6:45PM","31","0.82","22%","-1%"
"*05jr5*","Blake Dunn","CIN","OF","570","FA","27","KC Wed 7:10PM","31","1.48","14%","-3%"
"*03eet*","Yoan Moncada","LAA","3B","573","FA","31","COL Wed 9:38PM","31","0.76","11%","0%"
"*031cd*","Mitch Garver","SEA","C","571","FA","35","NYM Wed 3:40PM","31","1","5%","-1%"
"*04eey*","MJ Melendez","NYM","OF","572","FA","27","@SEA Wed 3:40PM","31","0.82","5%","0%"
"*04de0*","Ramon Urias","STL","2B,3B","575","FA","32","TEX Wed 7:45PM","31","1.24","5%","0%"
"*041x9*","Graham Ashcraft","CIN","RP","576","FA","28","KC Wed 7:10PM","30.91","1.19","27%","-14%"
"*057n0*","Anthony Nunez","BAL","RP","577","FA","24","@BOS Wed 6:45PM","30.91","1.14","20%","-5%"
"*025it*","Jason Adam","SD","RP","579","FA","34","@PHI Wed 6:40PM","30.71","1.34","47%","-1%"
"*02hhj*","Ryne Stanek","STL","RP","580","FA","34","TEX Wed 7:45PM","30.48","1.17","11%","-1%"
"*04aeh*","DL Hall","MIL","RP","581","FA","27","SF Wed 7:40PM","30.46","1.32","11%","0%"
"*04px6*","Cooper Criswell","SEA","RP","582","FA","29","NYM Wed 3:40PM","30.35","1.32","5%","0%"
"*02hdy*","Pierce Johnson","CIN","RP","583","FA","35","KC Wed 7:10PM","30.26","1.26","5%","-1%"
"*03yxh*","Cal Quantrill","TEX","SP,RP","584","FA","31","@STL Wed 7:45PM","30.15","3.01","4%","0%"
"*05jpe*","Connor Phillips","CIN","RP","585","FA","25","KC Wed 7:10PM","30.13","1.21","11%","-1%"
"*04nx3*","Jonathan India","KC","2B,3B,OF","587","FA","29","@CIN Wed 7:10PM","30","1.76","32%","-1%"
"*04llv*","Lenyn Sosa","TOR","1B,2B","588","FA","26","@ATL Wed 7:15PM","30","0.75","22%","-1%"
"*05jpu*","Daniel Susac","SF","C","589","FA","25","@MIL Wed 7:40PM","30","1.3","18%","-2%"
"*04y8z*","Erik Miller","SF","RP","590","FA","28","@MIL Wed 7:40PM","29.72","1.56","14%","-2%"
"*05xz4*","Michael Petersen","MIA","RP","591","FA","32","@WSH Wed 1:05PM","29.7","1.35","3%","0%"
"*04ekf*","Calvin Faucher","MIA","RP","592","FA","30","@WSH Wed 1:05PM","29.59","1.23","10%","-1%"
"*041tl*","Matt Festa","CLE","RP","593","FA","33","@NYY Wed 7:05PM","29.58","1.14","6%","-1%"
"*0423e*","Anthony Bender","MIA","RP","594","FA","31","@WSH Wed 1:05PM","29.03","1.16","9%","0%"
"*051b4*","Jordan Beck","COL","OF","597","FA","25","@LAA Wed 9:38PM","29","0.97","34%","-1%"
"*04yuu*","Patrick Bailey","CLE","C","596","FA","27","@NYY Wed 7:05PM","29","0.71","14%","0%"
"*04efs*","Nick Allen","HOU","2B,SS","595","FA","27","PIT Wed 8:10PM","29","0.88","3%","0%"
"*02bv2*","Eric Haase","SF","C","598","FA","33","@MIL Wed 7:40PM","29","2.23","2%","0%"
"*02x0f*","Sean Manaea","NYM","SP,RP","599","FA","34","@SEA Wed 3:40PM","28.87","2.22","32%","-1%"
"*03btm*","Jose Alvarado","PHI","RP","600","FA","31","SD Wed 6:40PM","28.71","1.1","15%","-1%"
"*05y2k*","Mason Montgomery","PIT","SP,RP","601","FA","25","@HOU Wed 8:10PM","28.59","1.24","22%","-1%"
"*04paj*","Cole Winn","TEX","RP","602","FA","26","@STL Wed 7:45PM","28.38","1.29","10%","-1%"
"*05jrv*","Will Klein","LAD","RP","603","FA","26","@ARI Wed 9:40PM","28.36","1.42","18%","-1%"
"*05w7z*","Edgardo Henriquez","LAD","RP","604","FA","23","@ARI Wed 9:40PM","28.26","1.35","10%","0%"
"*04pzi*","Evan Sisk","PIT","RP","605","FA","29","@HOU Wed 8:10PM","28.25","1.35","5%","0%"
"*03qmm*","Jovani Moran","BOS","SP,RP","606","FA","29","BAL Wed 6:45PM","28.23","1.41","4%","0%"
"*0319c*","Mark Leiter Jr.","ATH","RP","607","FA","35","@CHC Wed 8:05PM","28.14","1.08","7%","0%"
"*04mrb*","Jorge Barrosa","ARI","OF","608","FA","25","LAD Wed 9:40PM","28","0.64","4%","0%"
"*031hc*","Cole Sulser","TB","RP","610","FA","36","DET Wed 1:10PM","27.7","1.38","5%","-2%"
"*02n2v*","Anthony Banda","MIN","RP","611","FA","32","CHW Wed 1:40PM","27.58","0.95","5%","0%"
"*03r06*","Ryan Feltner","COL","SP","612","FA","29","@LAA Wed 9:38PM","27.58","4.6","7%","0%"
"*06luc*","Jack Dreyer","LAD","SP,RP","613","FA","27","@ARI Wed 9:40PM","27.48","1.31","22%","-1%"
"*01vxp*","Brooks Raley","NYM","RP","614","FA","37","@SEA Wed 3:40PM","27.37","1.09","21%","-1%"
"*04ak5*","Trevor Rogers","BAL","SP","615","FA","28","@BOS Wed 6:45PM","27.06","2.71","71%","-5%"
"*05mrv*","Eric Orze","MIN","RP","616","FA","28","CHW Wed 1:40PM","27.02","1.17","4%","0%"
"*0473m*","Zach McKinstry","DET","2B,3B,SS,OF","617","FA","31","@TB Wed 1:10PM","27","0.68","27%","-2%"
"*052h8*","Jesus Rodriguez","SF","C","618","FA","24","@MIL Wed 7:40PM","27","1.93","12%","-4%"
"*04mjn*","Eduard Bazardo","SEA","RP","620","FA","30","NYM Wed 3:40PM","26.91","0.96","20%","-1%"
"*04prz*","Austin Warren","NYM","RP","621","FA","30","@SEA Wed 3:40PM","26.71","1.78","2%","0%"
"*0649e*","A.J. Blubaugh","HOU","SP,RP","622","FA","25","PIT Wed 8:10PM","26.43","1.1","11%","0%"
"*02n9l*","Dietrich Enns","BAL","RP","623","FA","35","@BOS Wed 6:45PM","26.28","2.02","2%","0%"
"*05ydo*","Juan Morillo","ARI","RP","624","FA","27","LAD Wed 9:40PM","26.25","0.97","32%","-6%"
"*03nqc*","Jose Suarez","ATH","RP","625","FA","28","@CHC Wed 8:05PM","26.24","1.54","3%","0%"
"*04erc*","Ron Marinaccio","SD","RP","626","FA","30","@PHI Wed 6:40PM","26.23","1.31","2%","0%"
"*03dpg*","Kevin Ginkel","ARI","RP","627","FA","32","LAD Wed 9:40PM","26.03","1","17%","0%"
"*05js7*","Nick Yorke","PIT","2B,3B","630","FA","24","@HOU Wed 8:10PM","26","0.96","14%","0%"
"*04mn2*","Griffin Conine","MIA","OF","628","FA","28","@WSH Wed 1:05PM","26","2.36","13%","0%"
"*04eoj*","Jared Young","NYM","1B,OF","631","FA","30","@SEA Wed 3:40PM","26","1.44","4%","0%"
"*04yd8*","Jhonny Pereda","SEA","C","629","FA","30","NYM Wed 3:40PM","26","2.17","1%","0%"
"*05138*","Matt Brash","SEA","RP","632","FA","28","NYM Wed 3:40PM","25.95","1.44","42%","-1%"
"*02xid*","Albert Suarez","BAL","RP","633","FA","36","@BOS Wed 6:45PM","25.82","3.23","2%","0%"
"*02c5l*","Luke Weaver","NYM","RP","634","FA","32","@SEA Wed 3:40PM","25.58","1.07","32%","-1%"
"*05t5k*","Wilber Dotel","PIT","SP,RP","635","FA","23","@HOU Wed 8:10PM","25.5","3.64","12%","0%"
"*05tzo*","J.R. Ritchie","ATL","SP","636","FA","22","TOR Wed 7:15PM","25.47","5.09","49%","-2%"
"*03zlf*","Luis Medina","ATH","SP,RP","637","FA","27","@CHC Wed 8:05PM","25.25","1.4","7%","-1%"
"*060u3*","Andrew Alvarez","WSH","SP,RP","638","FA","26","MIA Wed 1:05PM","25.17","5.03","17%","-4%"
"*031dd*","Tim Mayza","PHI","RP","639","FA","34","SD Wed 6:40PM","25.02","1.09","3%","0%"
"*05gsg*","Justin Foscue","TEX","1B,2B","641","FA","27","@STL Wed 7:45PM","25","1.19","13%","-8%"
"*05u2k*","Hao-Yu Lee","DET","2B,3B","642","FA","23","@TB Wed 1:10PM","25","0.78","11%","-1%"
"*04o2x*","Davis Schneider","TOR","2B,OF","644","FA","27","@ATL Wed 7:15PM","25","0.66","6%","-1%"
"*066lr*","Graham Pauley","MIA","3B","643","FA","25","@WSH Wed 1:05PM","25","0.76","6%","0%"
"*03qtv*","Brett Sullivan","COL","C","645","FA","32","@LAA Wed 9:38PM","25","0.83","2%","0%"
"*051ui*","Jacob Lopez","ATH","SP","646","FA","28","@CHC Wed 8:05PM","24.72","2.06","26%","-4%"
"*02brc*","Adrian Houser","SF","SP","647","FA","33","@MIL Wed 7:40PM","24.59","2.24","21%","-3%"
"*04esc*","Keaton Winn","SF","RP","648","FA","28","@MIL Wed 7:40PM","24.47","0.98","31%","-1%"
"*02c47*","Shawn Armstrong","CLE","RP","649","FA","35","@NYY Wed 7:05PM","24.28","1.35","12%","0%"
"*02hfr*","Caleb Thielbar","CHC","RP","651","FA","39","ATH Wed 8:05PM","24.18","1.61","10%","-1%"
"*04mlh*","Ryan Rolison","CHC","RP","652","FA","28","ATH Wed 8:05PM","24.16","1.73","2%","0%"
"*05y7t*","Henry Bolte","ATH","OF","653","FA","22","@CHC Wed 8:05PM","24","1.33","51%","-5%"
"*04o78*","Matt Wallner","MIN","OF","655","FA","28","CHW Wed 1:40PM","24","0.69","26%","-1%"
"*05yfl*","Joey Loperfido","HOU","OF","654","FA","27","PIT Wed 8:10PM","24","1.2","14%","0%"
"*03pov*","Brady Singer","CIN","SP","656","FA","29","KC Wed 7:10PM","23.83","2.17","53%","-4%"
"*060o9*","Juan Mejia","COL","RP","658","FA","25","@LAA Wed 9:38PM","23.24","0.93","6%","-2%"
"*05lg3*","Brandon Pfaadt","ARI","SP,RP","659","FA","27","LAD Wed 9:40PM","23.21","1.93","38%","-1%"
"*06qxg*","Tyler Davis","CHW","RP","660","FA","27","@MIN Wed 1:40PM","23.05","1.44","2%","0%"
"*06am0*","Mickey Gasper","BOS","C,2B","661","FA","30","BAL Wed 6:45PM","23","1.28","9%","-1%"
"*039vx*","Jose Siri","LAA","OF","662","FA","30","COL Wed 9:38PM","23","1.53","3%","0%"
"*02bve*","Blake Treinen","LAD","RP","663","FA","37","@ARI Wed 9:40PM","22.94","1","11%","0%"
"*03qm8*","JT Brubaker","SF","RP","664","FA","32","@MIL Wed 7:40PM","22.9","1.15","3%","0%"
"*03mle*","Joe Mantiply","TOR","RP","665","FA","35","@ATL Wed 7:15PM","22.83","1.34","1%","0%"
"*04ehz*","Jeremiah Estrada","SD","RP","666","FA","27","@PHI Wed 6:40PM","22.82","1.09","48%","-1%"
"*0312g*","Tyler Mahle","SF","SP","667","FA","31","@MIL Wed 7:40PM","22.7","2.06","34%","-5%"
"*04pwl*","Hunter Feduccia","TB","C","668","FA","28","DET Wed 1:10PM","22","0.65","5%","0%"
"*04q24*","Max Schuemann","NYY","2B,3B,SS,OF","669","FA","28","CLE Wed 7:05PM","22","1.69","3%","0%"
"*0420h*","Weston Wilson","BAL","3B,OF","670","FA","31","@BOS Wed 6:45PM","22","1.05","2%","0%"
"*02myt*","Steven Okert","HOU","RP","671","FA","34","PIT Wed 8:10PM","21.91","0.76","7%","0%"
"*05oyx*","Peyton Gray","TEX","RP","672","FA","31","@STL Wed 7:45PM","21.83","1.82","1%","0%"
"*06fz3*","Mitch Farris","LAA","SP,RP","673","FA","25","COL Wed 9:38PM","21.81","2.18","5%","0%"
"*05rgq*","Kendry Rojas","MIN","SP","674","FA","23","CHW Wed 1:40PM","21.73","4.35","21%","-4%"
"*03pol*","Jake Woodford","MIL","SP,RP","675","FA","29","SF Wed 7:40PM","21.71","1.45","1%","0%"
"*0311r*","Sam Moll","CIN","RP","676","FA","34","KC Wed 7:10PM","21.69","0.75","3%","0%"
"*051c3*","Andrew Nardi","MIA","RP","677","FA","27","@WSH Wed 1:05PM","21.48","0.86","5%","-1%"
"*04t40*","Brayan Bello","BOS","SP","678","FA","27","BAL Wed 6:45PM","21.48","1.95","54%","-1%"
"*03djb*","Jalen Beeks","TEX","RP","679","FA","32","@STL Wed 7:45PM","21.25","0.79","6%","-1%"
"*0519c*","Orlando Ribalta","WSH","RP","680","FA","28","MIA Wed 1:05PM","21.17","1.51","3%","0%"
"*02mwd*","Paul Blackburn","NYY","SP,RP","681","FA","32","CLE Wed 7:05PM","21.03","1.31","3%","0%"
"*05jse*","Tommy Troy","ARI","2B,OF","683","FA","24","LAD Wed 9:40PM","21","2.33","38%","-2%"
"*04mn4*","Joey Bart","PIT","C","682","FA","29","@HOU Wed 8:10PM","21","1","8%","0%"
"*04y9f*","Ryan Zeferjahn","LAA","RP","684","FA","28","COL Wed 9:38PM","20.8","0.95","8%","-3%"
"*066a8*","David Morgan","SD","RP","685","FA","26","@PHI Wed 6:40PM","20.4","1.85","3%","0%"
"*03qub*","Grant Wolfram","BAL","RP","686","FA","29","@BOS Wed 6:45PM","20.17","1.06","5%","0%"
"*0689r*","Yuki Matsui","SD","RP","687","FA","30","@PHI Wed 6:40PM","20.17","2.24","6%","0%"
"*061cq*","Ryan Watson","BOS","RP","688","FA","28","BAL Wed 6:45PM","20.11","0.96","1%","0%"
"*041pq*","Taylor Trammell","HOU","OF","693","FA","28","PIT Wed 8:10PM","20","1.18","5%","0%"
"*05y4m*","Tim Tawa","ARI","1B,2B,OF","692","FA","27","LAD Wed 9:40PM","20","0.67","5%","0%"
"*01c1g*","Andrew McCutchen","(N/A)","OF,UT","691","FA","39","","20","0.54","4%","-1%"
"*041vp*","Santiago Espinal","LAD","2B,3B","690","FA","31","@ARI Wed 9:40PM","20","0.71","3%","0%"
"*04ent*","J.C. Escarra","NYY","C","689","FA","31","CLE Wed 7:05PM","20","0.95","2%","0%"
"*0314j*","Ryan Yarbrough","NYY","SP,RP","694","FA","34","CLE Wed 7:05PM","19.82","1.65","6%","0%"
"*066n1*","Justin Sterner","ATH","RP","695","FA","29","@CHC Wed 8:05PM","19.57","0.67","14%","0%"
"*04ml0*","Yusei Kikuchi","LAA","SP","696","FA","34","COL Wed 9:38PM","19.23","2.75","43%","-1%"
"*04q5s*","Ryan Fernandez","STL","RP","697","FA","27","TEX Wed 7:45PM","19.19","2.74","3%","0%"
"*05uc4*","Troy Melton","DET","SP,RP","698","FA","25","@TB Wed 1:10PM","19.18","9.59","59%","-1%"
"*06ala*","Osvaldo Bido","(N/A)","SP,RP","699","FA","30","","19.16","1.74","2%","0%"
"*03qju*","Garrett Cleavinger","TB","RP","700","FA","32","DET Wed 1:10PM","19.07","1.36","26%","-1%"
"*05rcd*","Joe Mack","MIA","C","703","FA","23","@WSH Wed 1:05PM","19","0.83","33%","-2%"
"*05lo5*","Freddy Fermin","SD","C","702","FA","31","@PHI Wed 6:40PM","19","0.44","9%","0%"
"*04ave*","Leo Rivas","SEA","2B,3B,SS","704","FA","28","NYM Wed 3:40PM","19","0.5","3%","0%"
"*03fhx*","Elias Diaz","KC","C","701","FA","35","@CIN Wed 7:10PM","19","1.9","1%","0%"
"*02n0v*","Hoby Milner","CHC","RP","705","FA","35","ATH Wed 8:05PM","18.91","0.7","5%","0%"
"*031fj*","Gabe Speier","SEA","RP","706","FA","31","NYM Wed 3:40PM","18.84","1.05","21%","-1%"
"*0374m*","Tyler Rogers","TOR","RP","707","FA","35","@ATL Wed 7:15PM","18.8","0.67","43%","-1%"
"*041yb*","Dean Kremer","BAL","SP","708","FA","30","@BOS Wed 6:45PM","18.63","9.31","34%","-1%"
"*05uy4*","Dylan Dodd","ATL","SP,RP","709","FA","27","TOR Wed 7:15PM","18.52","2.65","4%","0%"
"*03qjz*","Taylor Clarke","ARI","RP","711","FA","33","LAD Wed 9:40PM","18.25","0.68","21%","-1%"
"*02n3l*","Taylor Rogers","MIN","RP","712","FA","35","CHW Wed 1:40PM","18.15","0.73","12%","-1%"
"*0473n*","Tyler Wells","BAL","SP,RP","713","FA","31","@BOS Wed 6:45PM","18.02","0.86","18%","-1%"
"*04mrn*","Bo Naylor","CLE","C","714","FA","26","@NYY Wed 7:05PM","18","0.64","17%","0%"
"*01s99*","Travis d'Arnaud","LAA","C","715","FA","37","COL Wed 9:38PM","18","1.29","3%","0%"
